Data Rif;Category;Segment;Products;Customers;Regione;Provincia;Channel;Standard Units
43034;Tamponi;Blue Box;Product 5;Customer 45;Sardegna;SU;DO;72
43034;Tamponi;Blue Box;Product 5;Customer 147;Lombardia;BS;GD;72
43034;Tamponi;Blue Box;Product 7;Customer 24;Lombardia;VA;DO;60
43034;Tamponi;Blue Box;Product 7;Customer 66;Sicilia;RG;GD;20
43034;Tamponi;Compak;Product 8;Customer 1;Piemonte;AT;GD;112
43034;Tamponi;Compak;Product 8;Customer 20;Sicilia;EN;DO;16
43034;Tamponi;Compak;Product 8;Customer 30;Piemonte;NO;GD;48
43034;Tamponi;Compak;Product 10;Customer 1;Piemonte;AT;GD;91,2
43034;Tamponi;Compak;Product 10;Customer 20;Sicilia;EN;DO;30,4
43034;Tamponi;Compak;Product 10;Customer 45;Sardegna;SU;DO;15,2
43034;Tamponi;Compak;Product 10;Customer 135;Campania;NA;DRUGSTORE;15,2
43034;Tamponi;Compak;Product 11;Customer 24;Lombardia;VA;DO;86,43456
43034;Tamponi;Digital;Product 15;Customer 135;Campania;NA;DRUGSTORE;21,322
43034;Tamponi;Pearl;Product 18;Customer 30;Piemonte;NO;GD;20
43034;Tamponi;Pearl;Product 18;Customer 30;Piemonte;TO;GD;10
43035;Tamponi;Blue Box;Product 1;Customer 82;Veneto;PD;DRUGSTORE;54,0054
43035;Tamponi;Blue Box;Product 1;Customer 90;Lazio;RM;DRUGSTORE;108,0108
43035;Tamponi;Blue Box;Product 3;Customer 46;Lazio;RM;DO;14
43035;Tamponi;Blue Box;Product 3;Customer 90;Lazio;RM;DRUGSTORE;294
43035;Tamponi;Blue Box;Product 5;Customer 83;Sicilia;AG;DO;24
43035;Tamponi;Blue Box;Product 5;Customer 90;Lazio;RM;DRUGSTORE;216
43035;Tamponi;Blue Box;Product 7;Customer 54;Lombardia;MI;GD;60
43035;Tamponi;Blue Box;Product 7;Customer 87;Veneto;VE;DO;20
43035;Tamponi;Compak;Product 9;Customer 87;Veneto;VE;DO;18,0072
43035;Tamponi;Compak;Product 11;Customer 54;Lombardia;MI;GD;86,43456
43035;Tamponi;Compak;Product 11;Customer 87;Veneto;VE;DO;28,81152
43035;Tamponi;Digital;Product 15;Customer 83;Sicilia;AG;DO;31,983
43038;Tamponi;Blue Box;Product 1;Customer 68;Lazio;RM;DO;0,90009
43038;Tamponi;Blue Box;Product 1;Customer 122;Campania;CE;DO;10,80108
43038;Tamponi;Blue Box;Product 1;Customer 163;Friuli Venezia Giulia;PN;DO;10,80108
43038;Tamponi;Blue Box;Product 2;Customer 70;Veneto;VE;DO;54,0054
43038;Tamponi;Blue Box;Product 3;Customer 82;Veneto;PD;DRUGSTORE;98
43038;Tamponi;Blue Box;Product 3;Customer 163;Friuli Venezia Giulia;PN;DO;42
43038;Tamponi;Blue Box;Product 4;Customer 70;Veneto;VE;DO;96
43038;Tamponi;Blue Box;Product 5;Customer 68;Lazio;RM;DO;1
43038;Tamponi;Blue Box;Product 5;Customer 82;Veneto;PD;DRUGSTORE;144
43038;Tamponi;Blue Box;Product 5;Customer 163;Friuli Venezia Giulia;PN;DO;72
43038;Tamponi;Blue Box;Product 6;Customer 56;Calabria;CZ;GD;12
43038;Tamponi;Blue Box;Product 6;Customer 82;Veneto;PD;DRUGSTORE;72
43038;Tamponi;Blue Box;Product 6;Customer 163;Friuli Venezia Giulia;PN;DO;72
43038;Tamponi;Blue Box;Product 7;Customer 70;Veneto;VE;DO;360
43038;Tamponi;Blue Box;Product 7;Customer 91;Umbria;PG;DO;10
43038;Tamponi;Compak;Product 8;Customer 163;Friuli Venezia Giulia;PN;DO;16
43038;Tamponi;Compak;Product 9;Customer 70;Veneto;VE;DO;126,0504
43038;Tamponi;Compak;Product 10;Customer 56;Calabria;CZ;GD;15,2
43038;Tamponi;Compak;Product 10;Customer 163;Friuli Venezia Giulia;PN;DO;91,2
43038;Tamponi;Compak;Product 11;Customer 70;Veneto;VE;DO;259,30368
43038;Tamponi;Digital;Product 13;Customer 56;Calabria;CZ;GD;12,7932
43038;Tamponi;Digital;Product 13;Customer 67;Lombardia;MI;GD;12,7932
43038;Tamponi;Digital;Product 13;Customer 68;Lazio;RM;DO;2,1322
43038;Tamponi;Digital;Product 15;Customer 68;Lazio;RM;DO;2,1322
43038;Tamponi;Digital;Product 15;Customer 82;Veneto;PD;DRUGSTORE;21,322
43038;Tamponi;Pearl;Product 18;Customer 30;Piemonte;NO;GD;10
43038;Tamponi;Pearl;Product 19;Customer 30;Piemonte;NO;GD;0,90009
43039;Tamponi;Blue Box;Product 1;Customer 7;Veneto;PD;DO;54,0054
43039;Tamponi;Blue Box;Product 1;Customer 66;Sicilia;RG;GD;21,60216
43039;Tamponi;Blue Box;Product 1;Customer 68;Lazio;RM;DO;0,90009
43039;Tamponi;Blue Box;Product 1;Customer 144;Veneto;VR;GD;1,80018
43039;Tamponi;Blue Box;Product 3;Customer 7;Veneto;PD;DO;98
43039;Tamponi;Blue Box;Product 3;Customer 15;Trentino Alto Adige;BZ;INGROSSO;14
43039;Tamponi;Blue Box;Product 3;Customer 68;Lazio;RM;DO;2
43039;Tamponi;Blue Box;Product 3;Customer 82;Veneto;PD;DRUGSTORE;98
43039;Tamponi;Blue Box;Product 3;Customer 94;Puglia;BA;GD;56
43039;Tamponi;Blue Box;Product 3;Customer 144;Veneto;VR;GD;3
43039;Tamponi;Blue Box;Product 3;Customer 147;Lazio;RM;GD;14
43039;Tamponi;Blue Box;Product 4;Customer 24;Veneto;RO;DO;96
43039;Tamponi;Blue Box;Product 4;Customer 66;Sicilia;RG;GD;12
43039;Tamponi;Blue Box;Product 4;Customer 87;Veneto;VE;DO;24
43039;Tamponi;Blue Box;Product 4;Customer 94;Puglia;BA;GD;12
43039;Tamponi;Blue Box;Product 5;Customer 7;Veneto;PD;DO;144
43039;Tamponi;Blue Box;Product 5;Customer 45;Toscana;PI;DO;72
43039;Tamponi;Blue Box;Product 5;Customer 68;Lazio;RM;DO;4
43039;Tamponi;Blue Box;Product 5;Customer 82;Veneto;PD;DRUGSTORE;72
43039;Tamponi;Blue Box;Product 5;Customer 94;Puglia;BA;GD;48
43039;Tamponi;Blue Box;Product 5;Customer 133;Campania;CE;GD;24
43039;Tamponi;Blue Box;Product 5;Customer 144;Veneto;VR;GD;2
43039;Tamponi;Blue Box;Product 5;Customer 147;Lazio;RM;GD;72
43039;Tamponi;Blue Box;Product 6;Customer 68;Lazio;RM;DO;4
43039;Tamponi;Blue Box;Product 6;Customer 82;Veneto;PD;DRUGSTORE;72
43039;Tamponi;Blue Box;Product 6;Customer 133;Campania;CE;GD;12
43039;Tamponi;Blue Box;Product 7;Customer 24;Veneto;RO;DO;60
43039;Tamponi;Blue Box;Product 7;Customer 66;Sicilia;RG;GD;20
43039;Tamponi;Blue Box;Product 7;Customer 87;Veneto;VE;DO;20
43039;Tamponi;Blue Box;Product 7;Customer 94;Puglia;BA;GD;30
43039;Tamponi;Compak;Product 8;Customer 44;Emilia Romagna;RE;DO;16
43039;Tamponi;Compak;Product 8;Customer 68;Lazio;RM;DO;5,6
43039;Tamponi;Compak;Product 8;Customer 82;Veneto;PD;DRUGSTORE;224
43039;Tamponi;Compak;Product 8;Customer 90;Lazio;RM;DRUGSTORE;112
43039;Tamponi;Compak;Product 8;Customer 94;Puglia;BA;GD;64
43039;Tamponi;Compak;Product 8;Customer 133;Campania;CE;GD;16
43039;Tamponi;Compak;Product 8;Customer 144;Veneto;VR;GD;1,6
43039;Tamponi;Compak;Product 10;Customer 7;Veneto;PD;DO;91,2
43039;Tamponi;Compak;Product 10;Customer 68;Lazio;RM;DO;4
43039;Tamponi;Compak;Product 10;Customer 82;Veneto;PD;DRUGSTORE;182,4
43039;Tamponi;Compak;Product 10;Customer 90;Lazio;RM;DRUGSTORE;182,4
43039;Tamponi;Compak;Product 10;Customer 94;Puglia;BA;GD;30,4
43039;Tamponi;Compak;Product 10;Customer 134;Emilia Romagna;PR;GD;6,4
43039;Tamponi;Compak;Product 10;Customer 144;Veneto;VR;GD;1,6
43039;Tamponi;Compak;Product 10;Customer 147;Lazio;RM;GD;91,2
43039;Tamponi;Compak;Product 10;Customer 147;Lombardia;BS;GD;15,2
43039;Tamponi;Compak;Product 11;Customer 87;Veneto;VE;DO;28,81152
43039;Tamponi;Digital;Product 13;Customer 53;Lazio;FR;GD;230,2776
43039;Tamponi;Digital;Product 13;Customer 68;Lazio;RM;DO;1,0661
43039;Tamponi;Digital;Product 13;Customer 82;Veneto;PD;DRUGSTORE;25,5864
43039;Tamponi;Digital;Product 13;Customer 94;Puglia;BA;GD;25,5864
43039;Tamponi;Digital;Product 13;Customer 144;Veneto;VR;GD;2,1322
43039;Tamponi;Digital;Product 15;Customer 53;Lazio;FR;GD;213,22
43039;Tamponi;Digital;Product 15;Customer 94;Puglia;BA;GD;10,661
43039;Tamponi;Pearl;Product 18;Customer 30;Piemonte;NO;GD;10
43039;Tamponi;Pearl;Product 18;Customer 68;Lazio;RM;DO;3
43039;Tamponi;Pearl;Product 19;Customer 68;Lazio;RM;DO;2,70027
43041;Tamponi;Compak;Product 8;Customer 46;Lazio;RM;DO;16
43042;Tamponi;Blue Box;Product 1;Customer 113;Basilicata;PZ;GD;54,0054
43042;Tamponi;Blue Box;Product 3;Customer 113;Basilicata;PZ;GD;14
43042;Tamponi;Blue Box;Product 3;Customer 147;Lombardia;BS;GD;14
43042;Tamponi;Blue Box;Product 5;Customer 46;Umbria;PG;DO;12
43042;Tamponi;Blue Box;Product 5;Customer 88;Puglia;BT;DO;12
43042;Tamponi;Blue Box;Product 7;Customer 87;Veneto;VE;DO;20
43042;Tamponi;Compak;Product 8;Customer 134;Emilia Romagna;RE;GD;16
43042;Tamponi;Compak;Product 9;Customer 87;Veneto;VE;DO;18,0072
43042;Tamponi;Compak;Product 10;Customer 134;Emilia Romagna;RE;GD;15,2
43042;Tamponi;Digital;Product 15;Customer 67;Lombardia;MI;GD;10,661
43045;Tamponi;Blue Box;Product 3;Customer 45;Emilia Romagna;MO;DO;28
43045;Tamponi;Blue Box;Product 3;Customer 45;Toscana;PI;DO;28
43045;Tamponi;Blue Box;Product 3;Customer 46;Lazio;RM;DO;14
43045;Tamponi;Blue Box;Product 3;Customer 106;Piemonte;NO;DISCOUNT;24
43045;Tamponi;Blue Box;Product 4;Customer 67;Lombardia;MI;GD;25,33327
43045;Tamponi;Blue Box;Product 5;Customer 30;Lazio;RM;GD;24
43045;Tamponi;Blue Box;Product 5;Customer 45;Emilia Romagna;MO;DO;24
43045;Tamponi;Blue Box;Product 5;Customer 75;Lazio;RM;GD;72
43045;Tamponi;Blue Box;Product 5;Customer 106;Piemonte;NO;DISCOUNT;24
43045;Tamponi;Blue Box;Product 5;Customer 113;Sardegna;CA;GD;12
43045;Tamponi;Blue Box;Product 5;Customer 117;Piemonte;CN;DO;72
43045;Tamponi;Blue Box;Product 7;Customer 53;Emilia Romagna;MO;GD;120
43045;Tamponi;Blue Box;Product 7;Customer 67;Lombardia;MI;GD;67,99983
43045;Tamponi;Blue Box;Product 7;Customer 91;Veneto;VI;DO;60
43045;Tamponi;Blue Box;Product 7;Customer 117;Piemonte;CN;DO;10
43045;Tamponi;Compak;Product 8;Customer 45;Toscana;PI;DO;16
43045;Tamponi;Compak;Product 8;Customer 106;Piemonte;NO;DISCOUNT;19,2
43045;Tamponi;Compak;Product 8;Customer 117;Piemonte;CN;DO;16
43045;Tamponi;Compak;Product 10;Customer 7;Veneto;PD;DO;91,2
43045;Tamponi;Compak;Product 10;Customer 45;Emilia Romagna;MO;DO;30,4
43045;Tamponi;Compak;Product 10;Customer 106;Piemonte;NO;DISCOUNT;19,2
43045;Tamponi;Compak;Product 10;Customer 116;Veneto;VR;DO;91,2
43045;Tamponi;Compak;Product 10;Customer 117;Piemonte;CN;DO;15,2
43045;Tamponi;Compak;Product 10;Customer 147;Lombardia;BS;GD;15,2
43045;Tamponi;Compak;Product 11;Customer 67;Lombardia;MI;GD;28,8
43045;Tamponi;Digital;Product 13;Customer 30;Piemonte;NO;GD;1,0661
43045;Tamponi;Pearl;Product 19;Customer 30;Piemonte;NO;GD;1,80018
43046;Tamponi;Blue Box;Product 1;Customer 82;Veneto;PD;DRUGSTORE;54,0054
43046;Tamponi;Blue Box;Product 1;Customer 133;Campania;NA;GD;21,60216
43046;Tamponi;Blue Box;Product 3;Customer 30;Piemonte;NO;GD;14
43046;Tamponi;Blue Box;Product 3;Customer 82;Veneto;PD;DRUGSTORE;196
43046;Tamponi;Blue Box;Product 4;Customer 87;Veneto;VE;DO;24
43046;Tamponi;Blue Box;Product 4;Customer 91;Umbria;PG;DO;12
43046;Tamponi;Blue Box;Product 5;Customer 30;Piemonte;NO;GD;12
43046;Tamponi;Blue Box;Product 5;Customer 45;Liguria;SV;DO;72
43046;Tamponi;Blue Box;Product 5;Customer 46;Umbria;PG;DO;12
43046;Tamponi;Blue Box;Product 5;Customer 68;Lazio;RM;DO;3
43046;Tamponi;Blue Box;Product 5;Customer 82;Veneto;PD;DRUGSTORE;144
43046;Tamponi;Blue Box;Product 5;Customer 144;Lombardia;PV;GD;6
43046;Tamponi;Blue Box;Product 6;Customer 82;Veneto;PD;DRUGSTORE;144
43046;Tamponi;Blue Box;Product 6;Customer 133;Campania;NA;GD;72
43046;Tamponi;Blue Box;Product 7;Customer 53;Emilia Romagna;BO;GD;240
43046;Tamponi;Blue Box;Product 7;Customer 87;Veneto;VE;DO;20
43046;Tamponi;Blue Box;Product 7;Customer 91;Umbria;PG;DO;10
43046;Tamponi;Blue Box;Product 7;Customer 150;Veneto;VR;DO;60
43046;Tamponi;Compak;Product 8;Customer 45;Sardegna;SU;DO;16
43046;Tamponi;Compak;Product 8;Customer 46;Umbria;PG;DO;16
43046;Tamponi;Compak;Product 8;Customer 68;Lazio;RM;DO;0,8
43046;Tamponi;Compak;Product 9;Customer 87;Veneto;VE;DO;18,0072
43046;Tamponi;Compak;Product 10;Customer 45;Liguria;SV;DO;91,2
43046;Tamponi;Compak;Product 10;Customer 45;Sardegna;SU;DO;91,2
43046;Tamponi;Compak;Product 10;Customer 82;Veneto;PD;DRUGSTORE;91,2
43046;Tamponi;Compak;Product 11;Customer 53;Emilia Romagna;BO;GD;86,43456
43046;Tamponi;Compak;Product 11;Customer 87;Veneto;VE;DO;28,81152
43046;Tamponi;Digital;Product 15;Customer 82;Veneto;PD;DRUGSTORE;21,322
43046;Tamponi;Digital;Product 15;Customer 91;Umbria;PG;DO;10,661
43046;Tamponi;Digital;Product 15;Customer 149;Sicilia;ME;GD;10,661
43047;Tamponi;Blue Box;Product 1;Customer 82;Veneto;PD;DRUGSTORE;54,0054
43047;Tamponi;Blue Box;Product 3;Customer 45;Lazio;RM;DO;14
43047;Tamponi;Blue Box;Product 3;Customer 82;Veneto;PD;DRUGSTORE;98
43047;Tamponi;Blue Box;Product 4;Customer 67;Piemonte;NO;GD;101,33308
43047;Tamponi;Blue Box;Product 5;Customer 57;Lazio;RM;INGROSSO;5
43047;Tamponi;Blue Box;Product 5;Customer 82;Veneto;PD;DRUGSTORE;72
43047;Tamponi;Blue Box;Product 5;Customer 88;Puglia;BT;DO;48
43047;Tamponi;Blue Box;Product 6;Customer 21;Sicilia;CL;GD;12
43047;Tamponi;Blue Box;Product 6;Customer 57;Lazio;RM;INGROSSO;5
43047;Tamponi;Blue Box;Product 6;Customer 82;Veneto;PD;DRUGSTORE;144
43047;Tamponi;Blue Box;Product 7;Customer 53;Emilia Romagna;BO;GD;120
43047;Tamponi;Blue Box;Product 7;Customer 53;Lazio;FR;GD;180
43047;Tamponi;Compak;Product 8;Customer 82;Veneto;PD;DRUGSTORE;224
43047;Tamponi;Compak;Product 8;Customer 147;Lombardia;BS;GD;16
43047;Tamponi;Compak;Product 9;Customer 47;Emilia Romagna;RN;DO;2,40096
43047;Tamponi;Compak;Product 9;Customer 53;Lazio;FR;GD;126,0504
43047;Tamponi;Compak;Product 10;Customer 82;Veneto;PD;DRUGSTORE;182,4
43047;Tamponi;Compak;Product 10;Customer 88;Puglia;BT;DO;15,2
43047;Tamponi;Compak;Product 10;Customer 163;Veneto;TV;DO;15,2
43047;Tamponi;Compak;Product 11;Customer 47;Emilia Romagna;RN;DO;1,20048
43047;Tamponi;Compak;Product 11;Customer 67;Piemonte;NO;GD;72
43047;Tamponi;Digital;Product 13;Customer 82;Veneto;PD;DRUGSTORE;25,5864
43047;Tamponi;Digital;Product 15;Customer 47;Emilia Romagna;RN;DO;2,1322
43048;Tamponi;Blue Box;Product 3;Customer 43;Trentino Alto Adige;TN;DO;14
43048;Tamponi;Blue Box;Product 3;Customer 64;Piemonte;TO;GD;1
43048;Tamponi;Blue Box;Product 3;Customer 82;Veneto;PD;DRUGSTORE;98
43048;Tamponi;Blue Box;Product 3;Customer 106;Sicilia;CT;DISCOUNT;24
43048;Tamponi;Blue Box;Product 3;Customer 147;Sicilia;CT;GD;14
43048;Tamponi;Blue Box;Product 4;Customer 4;Lombardia;MI;DO;192
43048;Tamponi;Blue Box;Product 5;Customer 7;Veneto;PD;DO;144
43048;Tamponi;Blue Box;Product 5;Customer 43;Trentino Alto Adige;TN;DO;12
43048;Tamponi;Blue Box;Product 5;Customer 44;Lombardia;BG;DO;72
43048;Tamponi;Blue Box;Product 5;Customer 46;Lazio;RM;DO;72
43048;Tamponi;Blue Box;Product 5;Customer 82;Veneto;PD;DRUGSTORE;72
43048;Tamponi;Blue Box;Product 5;Customer 106;Sicilia;CT;DISCOUNT;24
43048;Tamponi;Blue Box;Product 5;Customer 135;Campania;NA;DRUGSTORE;24
43048;Tamponi;Blue Box;Product 7;Customer 4;Lombardia;MI;DO;240
43048;Tamponi;Compak;Product 8;Customer 4;Lombardia;MI;DO;112
43048;Tamponi;Compak;Product 8;Customer 7;Veneto;PD;DO;112
43048;Tamponi;Compak;Product 8;Customer 46;Lazio;RM;DO;16
43048;Tamponi;Compak;Product 8;Customer 106;Sicilia;CT;DISCOUNT;19,2
43048;Tamponi;Compak;Product 10;Customer 7;Veneto;PD;DO;91,2
43048;Tamponi;Compak;Product 10;Customer 43;Trentino Alto Adige;TN;DO;15,2
43048;Tamponi;Compak;Product 10;Customer 106;Sicilia;CT;DISCOUNT;19,2
43048;Tamponi;Compak;Product 10;Customer 113;Basilicata;PZ;GD;15,2
43048;Tamponi;Digital;Product 13;Customer 53;Emilia Romagna;MO;GD;230,2776
43048;Tamponi;Digital;Product 15;Customer 53;Emilia Romagna;MO;GD;213,22
43049;Tamponi;Blue Box;Product 1;Customer 87;Veneto;VE;DO;216,0216
43049;Tamponi;Blue Box;Product 3;Customer 30;Piemonte;TO;GD;14
43049;Tamponi;Blue Box;Product 3;Customer 64;Piemonte;TO;GD;1
43049;Tamponi;Blue Box;Product 3;Customer 82;Veneto;PD;DRUGSTORE;98
43049;Tamponi;Blue Box;Product 3;Customer 118;Lombardia;MI;DISCOUNT;72
43049;Tamponi;Blue Box;Product 3;Customer 147;Lazio;RM;GD;14
43049;Tamponi;Blue Box;Product 3;Customer 152;Lazio;RM;DO;98
43049;Tamponi;Blue Box;Product 4;Customer 87;Veneto;VE;DO;24
43049;Tamponi;Blue Box;Product 5;Customer 45;Emilia Romagna;MO;DO;72
43049;Tamponi;Blue Box;Product 5;Customer 64;Piemonte;TO;GD;2
43049;Tamponi;Blue Box;Product 5;Customer 82;Veneto;PD;DRUGSTORE;144
43049;Tamponi;Blue Box;Product 5;Customer 118;Lombardia;MI;DISCOUNT;72
43049;Tamponi;Blue Box;Product 5;Customer 147;Marche;AN;GD;12
43049;Tamponi;Blue Box;Product 5;Customer 152;Lazio;RM;DO;72
43049;Tamponi;Blue Box;Product 6;Customer 82;Veneto;PD;DRUGSTORE;144
43049;Tamponi;Blue Box;Product 6;Customer 152;Lazio;RM;DO;72
43049;Tamponi;Blue Box;Product 7;Customer 53;Lazio;FR;GD;120
43049;Tamponi;Blue Box;Product 7;Customer 87;Veneto;VE;DO;20
43049;Tamponi;Compak;Product 8;Customer 82;Veneto;PD;DRUGSTORE;112
43049;Tamponi;Compak;Product 8;Customer 118;Lombardia;MI;DISCOUNT;57,6
43049;Tamponi;Compak;Product 8;Customer 147;Lazio;RM;GD;16
43049;Tamponi;Compak;Product 8;Customer 151;Piemonte;NO;GD;0,8
43049;Tamponi;Compak;Product 8;Customer 151;Piemonte;TO;GD;0,8
43049;Tamponi;Compak;Product 9;Customer 53;Lazio;FR;GD;126,0504
43049;Tamponi;Compak;Product 10;Customer 30;Campania;BN;GD;15,2
43049;Tamponi;Compak;Product 10;Customer 64;Piemonte;TO;GD;0,8
43049;Tamponi;Compak;Product 10;Customer 82;Veneto;PD;DRUGSTORE;91,2
43049;Tamponi;Compak;Product 10;Customer 118;Lombardia;MI;DISCOUNT;57,6
43049;Tamponi;Compak;Product 10;Customer 147;Marche;AN;GD;15,2
43049;Tamponi;Compak;Product 10;Customer 151;Piemonte;TO;GD;0,8
43049;Tamponi;Compak;Product 11;Customer 53;Lazio;FR;GD;172,86912
43049;Tamponi;Compak;Product 11;Customer 67;Lombardia;MI;GD;28,8
43049;Tamponi;Digital;Product 15;Customer 147;Lazio;RM;GD;10,661
43049;Tamponi;Pearl;Product 19;Customer 30;Piemonte;NO;GD;1,80018
43052;Tamponi;Blue Box;Product 5;Customer 124;Campania;BN;DO;24
43052;Tamponi;Compak;Product 8;Customer 91;Veneto;VI;DO;16
43052;Tamponi;Compak;Product 10;Customer 76;Marche;AP;DO;15,2
43052;Tamponi;Compak;Product 10;Customer 91;Veneto;VI;DO;15,2
43052;Tamponi;Digital;Product 13;Customer 32;Lazio;RM;GD;12,7932
43052;Tamponi;Digital;Product 15;Customer 32;Lazio;RM;GD;10,661
43052;Tamponi;Digital;Product 15;Customer 60;Veneto;PD;GD;74,627
43053;Tamponi;Blue Box;Product 3;Customer 45;Toscana;PI;DO;14
43053;Tamponi;Blue Box;Product 3;Customer 82;Veneto;PD;DRUGSTORE;98
43053;Tamponi;Blue Box;Product 4;Customer 87;Veneto;VE;DO;24
43053;Tamponi;Blue Box;Product 4;Customer 116;Veneto;VR;DO;180
43053;Tamponi;Blue Box;Product 4;Customer 154;Veneto;VR;DO;12
43053;Tamponi;Blue Box;Product 5;Customer 82;Veneto;PD;DRUGSTORE;144
43053;Tamponi;Blue Box;Product 5;Customer 113;Basilicata;PZ;GD;12
43053;Tamponi;Blue Box;Product 6;Customer 82;Veneto;PD;DRUGSTORE;72
43053;Tamponi;Blue Box;Product 7;Customer 54;Piemonte;VC;GD;60
43053;Tamponi;Blue Box;Product 7;Customer 87;Veneto;VE;DO;20
43053;Tamponi;Blue Box;Product 7;Customer 116;Veneto;VR;DO;110
43053;Tamponi;Compak;Product 8;Customer 154;Veneto;VR;DO;6,4
43053;Tamponi;Compak;Product 9;Customer 87;Veneto;VE;DO;18,0072
43053;Tamponi;Compak;Product 10;Customer 82;Veneto;PD;DRUGSTORE;91,2
43053;Tamponi;Compak;Product 10;Customer 137;Veneto;TV;INGROSSO;30,4
43053;Tamponi;Compak;Product 11;Customer 87;Veneto;VE;DO;28,81152
43054;Tamponi;Blue Box;Product 1;Customer 82;Veneto;PD;DRUGSTORE;54,0054
43054;Tamponi;Blue Box;Product 3;Customer 18;Veneto;TV;GD;28
43054;Tamponi;Blue Box;Product 3;Customer 21;Sicilia;CL;GD;28
43054;Tamponi;Blue Box;Product 3;Customer 30;Lombardia;MI;GD;28
43054;Tamponi;Blue Box;Product 3;Customer 82;Veneto;PD;DRUGSTORE;98
43054;Tamponi;Blue Box;Product 4;Customer 54;Liguria;GE;GD;96
43054;Tamponi;Blue Box;Product 4;Customer 67;Lombardia;MI;GD;50,66654
43054;Tamponi;Blue Box;Product 4;Customer 73;Lombardia;BG;DO;6
43054;Tamponi;Blue Box;Product 5;Customer 21;Sicilia;CL;GD;12
43054;Tamponi;Blue Box;Product 5;Customer 30;Piemonte;NO;GD;24
43054;Tamponi;Blue Box;Product 5;Customer 45;Lazio;RM;DO;12
43054;Tamponi;Blue Box;Product 5;Customer 82;Veneto;PD;DRUGSTORE;144
43054;Tamponi;Blue Box;Product 6;Customer 21;Sicilia;CL;GD;24
43054;Tamponi;Blue Box;Product 6;Customer 82;Veneto;PD;DRUGSTORE;72
43054;Tamponi;Blue Box;Product 7;Customer 67;Lombardia;MI;GD;135,99966
43054;Tamponi;Blue Box;Product 7;Customer 73;Lombardia;BG;DO;6
43054;Tamponi;Blue Box;Product 7;Customer 117;Piemonte;CN;DO;10
43054;Tamponi;Compak;Product 8;Customer 30;Lombardia;MI;GD;32
43054;Tamponi;Compak;Product 8;Customer 134;Emilia Romagna;PR;GD;6,4
43054;Tamponi;Compak;Product 8;Customer 147;Lombardia;BS;GD;16
43054;Tamponi;Compak;Product 9;Customer 73;Lombardia;BG;DO;4,80192
43054;Tamponi;Compak;Product 10;Customer 30;Lombardia;MI;GD;15,2
43054;Tamponi;Compak;Product 10;Customer 30;Piemonte;NO;GD;15,2
43054;Tamponi;Compak;Product 10;Customer 82;Veneto;PD;DRUGSTORE;91,2
43054;Tamponi;Compak;Product 10;Customer 147;Lombardia;BS;GD;15,2
43054;Tamponi;Compak;Product 11;Customer 67;Lombardia;MI;GD;72
43054;Tamponi;Compak;Product 11;Customer 73;Lombardia;BG;DO;4,80192
43054;Tamponi;Digital;Product 13;Customer 67;Lombardia;MI;GD;12,7932
43054;Tamponi;Digital;Product 13;Customer 73;Lombardia;BG;DO;3,1983
43054;Tamponi;Digital;Product 15;Customer 73;Lombardia;BG;DO;3,1983
43054;Tamponi;Pearl;Product 19;Customer 30;Piemonte;NO;GD;0,90009
43055;Tamponi;Blue Box;Product 1;Customer 35;Abruzzo;PE;DRUGSTORE;324,0324
43055;Tamponi;Blue Box;Product 1;Customer 41;Lazio;RM;INGROSSO;1,80018
43055;Tamponi;Blue Box;Product 3;Customer 41;Lazio;RM;INGROSSO;2
43055;Tamponi;Blue Box;Product 3;Customer 46;Lazio;RM;DO;14
43055;Tamponi;Blue Box;Product 5;Customer 41;Lazio;RM;INGROSSO;2
43055;Tamponi;Blue Box;Product 5;Customer 46;Campania;CE;DO;72
43055;Tamponi;Blue Box;Product 5;Customer 144;Lombardia;PV;GD;12
43055;Tamponi;Blue Box;Product 6;Customer 41;Lazio;RM;INGROSSO;1
43055;Tamponi;Blue Box;Product 7;Customer 32;Lombardia;MI;GD;60
43055;Tamponi;Compak;Product 8;Customer 147;Veneto;PD;GD;16
43055;Tamponi;Compak;Product 10;Customer 84;Lazio;RM;DO;60,8
43055;Tamponi;Compak;Product 10;Customer 144;Lombardia;PV;GD;4,8
43056;Tamponi;Blue Box;Product 1;Customer 87;Veneto;VE;DO;54,0054
43056;Tamponi;Blue Box;Product 3;Customer 45;Lazio;RM;DO;14
43056;Tamponi;Blue Box;Product 3;Customer 45;Liguria;SV;DO;98
43056;Tamponi;Blue Box;Product 3;Customer 46;Campania;CE;DO;98
43056;Tamponi;Blue Box;Product 3;Customer 132;Veneto;VI;DISCOUNT;48
43056;Tamponi;Blue Box;Product 5;Customer 45;Lazio;RM;DO;12
43056;Tamponi;Blue Box;Product 5;Customer 82;Veneto;PD;DRUGSTORE;72
43056;Tamponi;Blue Box;Product 5;Customer 113;Lombardia;BG;GD;12
43056;Tamponi;Blue Box;Product 5;Customer 132;Veneto;VI;DISCOUNT;48
43056;Tamponi;Blue Box;Product 6;Customer 100;Lombardia;MI;INGROSSO;4
43056;Tamponi;Blue Box;Product 6;Customer 107;Lombardia;MI;INGROSSO;10
43056;Tamponi;Compak;Product 8;Customer 44;Emilia Romagna;RE;DO;16
43056;Tamponi;Compak;Product 8;Customer 46;Campania;CE;DO;16
